MissionID,MissionNameShort,MissionNameFull,MissionAgencies,MissionStatus,LaunchDate,EOLDate,Applications,Instruments,InstrumentIDs,OrbitType,OrbitAltitude,OrbitPeriod,OrbitInclination,RepeatCycle,OrbitLST,OrbitLongitude,OrbitSense,MissionSite,DataAccessPortal
794,Kanopus-V N5,Environmental Satellite Kanopus-V N5,"ROSKOSMOS, ROSHYDROMET",Currently being flown,27-Dec-18,Dec-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, MSU-IK-SR, PSS","835, 1692, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,http://geoportal.ntsomz.ru/
795,Kanopus-V N6,Environmental Satellite Kanopus-V N6,"ROSKOSMOS, ROSHYDROMET",Currently being flown,27-Dec-18,Dec-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, MSU-IK-SR, PSS","835, 1692, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,http://geoportal.ntsomz.ru/
625,Kanopus-V-IR,Environmental Satellite Kanopus-V-IR,"ROSKOSMOS, ROSHYDROMET",Currently being flown,14-Jul-17,Jul-21,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, MSU-IK-SR, PSS","835, 1692, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://www.federalspace.ru; http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,
473,Kanopus-Vulkan,Kanopus-Vulkan,ROSKOSMOS,N/A,1-Jan-07,31-Dec-12,"Hydrology, hydrometeorology, monitoring man-made and natural accidents, research into short-term forecasting of earthquakes.","ECHO-V, GID-12T, MTVZA-OK, NVK, RBE, RCHA","843, 841, 674, 838, 840, 839",Sun-synchronous,700 km,,97 deg,,,,,,
914,KhalifaSat,KhalifaSat,"MBRSC, UAE SA",Currently being flown,29-Oct-18,Oct-23,"KhalifaSat is the first satellite to be manufactured in the clean rooms at MBRSC space technology labs in Dubai. KhalifaSat will provide high-quality images at a resolution of 70 cm for a variety of uses. The main objectives of the KhalifaSat mission are to: develop a sub-meter resolution small satellite system to be used for global imaging and download; establish the necessary infrastructure for the development of the satellites in the UAE; and, contribute locally and internationally with value-added products and services derived from KhalifaSat images.",KHCS,1888,Sun-synchronous,613 km,,97.13 deg,8,13:30:00,,Descending,https://mbrsc.ae/en/page/khalifa-sat,
406,KOMPSAT-1,Korea Multi-Purpose Satellite 1,KARI,Mission complete,21-Dec-99,31-Jan-08,"Cartography, land use and planning, disaster monitoring, Global marine resource and environmental monitoring, ocean contamination and chlorophyll detection.","EOC, OSMI","733, 734",Sun-synchronous,685 km,98.5 mins,,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
407,KOMPSAT-2,Korea Multi-Purpose Satellite -2,"KARI, ASTRIUM, E-LOP",Currently being flown,27-Jul-06,Dec-19,"Cartography, land use and planning, disaster monitoring.",MSC,735,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
637,KOMPSAT-3,Korea Multi-Purpose Satellite -3,"KARI, ASTRIUM",Currently being flown,18-May-12,May-21,"Cartography, land use and planning, disaster monitoring.",AEISS,1522,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
698,KOMPSAT-3A,Korea Multi-Purpose Satellite -3A,KARI,Currently being flown,26-Mar-15,Mar-22,"Cartography, land use and planning, disaster monitoring.",AEISS-A,1614,Sun-synchronous,528 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
638,KOMPSAT-5,Korea Multi-Purpose Satellite -5,"KARI, TAS-i",Currently being flown,22-Aug-13,Aug-20,"Cartography, land use and planning, disaster monitoring.",COSI,1523,Sun-synchronous,550 km,98.5 mins,98.1 deg,28,6:00,,Descending,http://kompsat.kari.re.kr/english/index.asp,
761,KOMPSAT-6,Korea Multi-Purpose Satellite -6,KARI,Approved,Jun-21,Jun-25,"Cartography, land use and planning, disaster monitoring",TBD,1695,Sun-synchronous,550 km,98.5 mins,98.1 deg,28,6:00,,Descending,http://kompsat.kari.re.kr/english/index.asp,
850,KOMPSAT-7,Korea Multi-Purpose Satellite -7,"KARI, KAI",Approved,Sep-21,Sep-25,"Cartography, land use and planning, disaster monitoring",AEISS-HR,1789,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
790,Kondor-FKA N1,SAR Satellite Kondor-FKA N1,ROSKOSMOS,Planned,2021,2026,"Disaster monitoring, sea surface monitoring, information support of environmental managment",BRLK S-range,1750,TBD,,,,,,,TBD,http://en.roscosmos.ru/,
791,Kondor-FKA N2,SAR Satellite Kondor-FKA N2,ROSKOSMOS,Planned,2022,2027,"Disaster monitoring, sea surface monitoring, information support of environmental managment",BRLK S-range,1750,TBD,,,,,,,TBD,http://en.roscosmos.ru/,
201,LAGEOS-1,Laser Geodynamics Satellite - 1,"NASA, ASI",Currently being flown,4-May-76,May-52,"Geodesy, crustal motion and gravity field measurements by laser ranging.",LRA (LAGEOS),1510,"Inclined, non-sun-synchronous",5900 km,226 mins,110 deg,,,,N/A,http://www.asi.it,https://search.earthdata.nasa.gov/search?q=lageos-1
238,LAGEOS-2,Laser Geodynamics Satellite - 2,"ASI, NASA",Currently being flown,22-Oct-92,Oct-52,"Geodesy, crustal motion and gravity field measurements by laser ranging.",LRA (LAGEOS),1510,"Inclined, non-sun-synchronous",5800 km,223 mins,52.6 deg,,,,N/A,http://www.asi.it,https://search.earthdata.nasa.gov/search?q=lageos-2
662,Landsat 1,Landsat 1,NASA,Mission complete,23-Jun-72,6-Jan-78,,,,Sun-synchronous,917 km,,99.2 deg,,9:30,,Descending,http://landsat.gsfc.nasa.gov/about/landsat1.html,http://glovis.usgs.gov/
663,Landsat 2,Landsat 2,NASA,Mission complete,22-Jan-75,25-Feb-82,,,,Sun-synchronous,917 km,,99.2 deg,,9:30,,Descending,http://landsat.gsfc.nasa.gov/about/landsat2.html,http://glovis.usgs.gov/
664,Landsat 3,Landsat 3,NASA,Mission complete,5-Mar-78,21-Mar-83,,,,Sun-synchronous,917 km,,99.1 deg,,9:30,,Descending,http://landsat.gsfc.nasa.gov/about/landsat3.html,http://glovis.usgs.gov/
88,Landsat 4,Landsat 4,USGS,Mission complete,16-Jul-82,1-Aug-93,,"MSS (Landsat), TM","326, 327",Sun-synchronous,705 km,98.9 mins,98.2 deg,16,,,Descending,,http://glovis.usgs.gov/
226,Landsat 5,Landsat 5,"USGS, NASA",Mission complete,1-Mar-84,5-Jun-13,"Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.","MSS (Landsat), TM","326, 327",Sun-synchronous,705 km,98.9 mins,98.2 deg,16,10:00,,Descending,http://landsat.usgs.gov/,http://glovis.usgs.gov/
349,Landsat 7,Landsat 7,"USGS, NASA",Currently being flown,15-Apr-99,Jul-21,"5-year nominal mission life, currently in extended operations. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover. The LST will be allowed to drift below the mission specification towards end of mission life.",ETM+,322,Sun-synchronous,705 km,98.9 mins,98.2 deg,16,10:03,,Descending,"http://landsat.usgs.gov/, http://www.nasa.gov/landsat",https://search.earthdata.nasa.gov/search?q=landsat 7
547,Landsat 8,Landsat 8,"USGS, NASA",Currently being flown,11-Feb-13,May-23,"5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.","OLI, TIRS","897, 1524",Sun-synchronous,705 km,98.9 mins,98.2 deg,16,10:11,,Descending,"http://landsat.usgs.gov/, https://landsat.gsfc.nasa.gov/landsat-8/",https://search.earthdata.nasa.gov/search?q=landsat 8
772,Landsat 9,Landsat 9,"NASA, USGS",Approved,Dec-20,Mar-25,"5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.","OLI-2, TIRS-2","1769, 1746",Sun-synchronous,705 km,98.9 mins,98.2 deg,16,10:00,,Descending,"http://landsat.usgs.gov/, https://landsat.gsfc.nasa.gov/landsat-9/",
19,LARES,LAser RElativity Satellite,ASI,Currently being flown,13-Feb-12,Feb-52,"Scientific objectives are the measurement of the dragging of inertial frames due to the Earth's angular momentum, or Lense-Thirring effect, and a high precision test of the Earth's gravitomagnetic field with accuracy of the order of a few percent. Gravitomagnetic field and dragging of inertial frames are predictions of Einstein's theory of General Relativity. In addition, LARES will allow other measurements in geodesy and geodynamics.",LCCRA,772,"Inclined, non-sun-synchronous",1450 km,99.1 mins,71 deg,,Not defined,,Ascending,http://www.asi.it,
780,LIS-on-ISS,International Space Station/Lightning Imaging Sensor,NASA,Currently being flown,19-Feb-17,Sep-20,"Spare LIS unit from the TRMM mission. NASA selected the LIS spare hardware to fly to the space station in order to take advantage of the orbiting laboratory’s high inclination. Will monitor global lightning for Earth science studies, provide cross-sensor calibration and validation with other space-borne instruments, and ground-based lightning networks. LIS will also supply real-time lightning data over data-sparse regions, such as oceans, to support operational weather forecasting and warning.",LIS Copy,1877,"Inclined, non-sun-synchronous",405 km,90 mins,51 deg,,,,,http://lightning.nsstc.nasa.gov/lis/,https://search.earthdata.nasa.gov/search?q=isslis
649,LIST,Lidar Surface Topography,NASA,Cancelled,3-Jan-30,3-Apr-33,"Phase-3 DS Mission, launch order unknown, 3-year nominal mission. Land surface topography for landslide hazards and water runoff.",Laser altimeter (LIST),1542,Sun-synchronous,,,,365,,,,https://eospso.nasa.gov/missions/lidar-surface-topography,
747,LOTUSat 1,LOTUSat 1,VAST,Planned,2023,2028,Natural Hazard prevention,LOTUSat 1 SAR,1678,Sun-synchronous,505 km,,97 deg,,,,,,
748,LOTUSat 2,LOTUSat 2,VAST,Considered,2023,2028,Natural Hazard prevention,LOTUSat 1 SAR,1678,Sun-synchronous,505 km,,97 deg,,,,,,
815,MAIA,Multi-Angle Imager for Aerosols,NASA,Approved,Dec-21,Dec-24,To determine associations between different types of airborne particulate matter and adverse human health outcomes.,MAIA,1768,TBD,,,,,TBD,,TBD,,
604,MAPSAR,Multi-purpose SAR,INPE,Cancelled,3-Dec-15,3-Dec-19,Multi-purpose SAR.,"DCS, SAR (MAPSAR)","1505, 971",Sun-synchronous,620 km,,98 deg,,,,Descending,,
375,MEGHA-TROPIQUES,Megha-Tropiques,"CNES, ISRO",Currently being flown,12-Oct-11,Dec-20,Study of the inter-tropical zone and its convective systems (water and energy cycles).,"MADRAS, ROSA, SAPHIR, ScaRaB","865, 927, 675, 382","Inclined, non-sun-synchronous",867 km,102.16 mins,20 deg,,,,Ascending,http://smsc.cnes.fr/MEGHAT/,
678,MERLIN,Methane Remote Sensing Lidar Mission,"CNES, DLR",Approved,Dec-23,Nov-26,Global atmospheric methane concentration.,IPDA LIDAR,1590,Sun-synchronous,500 km,90 mins,,28,6:00 or 18:00,,Ascending,http://www.dlr.de/rd/desktopdefault.aspx/tabid-2440/3586_read-31672/,
434,Meteor-2 N21,,"ROSHYDROMET, ROSKOSMOS",Mission complete,31-Aug-91,6-Aug-02,"Currently limited operation (only 1 instrument working): Hydrometeorology, climatology, land surface, physical oceanography, heliogeophysics, data collection.",MR-900B,216,"Inclined, non-sun-synchronous",1200 km,109 mins,82.5 deg,,,,Ascending,http://sputnik1.infospace.ru/,
125,Meteor-2 N24,,"ROSHYDROMET, ROSKOSMOS",Mission complete,1-Jan-93,1-Jan-01,"Land surface, physical oceanography, atmospheric dynamics/water and land surface, physical oceanography, atmospheric dynamics/water and energy cycles.","174-K, Chaika, MR-2000, MR-900, RMK-2","211, 207, 209, 208, 210",Sun-synchronous,900 km,,,,,,TBD,http://sputnik1.infospace.ru/,
126,Meteor-3 N5,,"ROSHYDROMET, ROSKOSMOS",Mission complete,15-Aug-91,31-Dec-02,"Currently limited operation (only MR-900B instrument is working). Hydrometeorology, climatology, land surface, physical oceanography, heliogeophysics, data collection.","174-K, BUFS-2, Chaika, MR-2000M1, MR-900B, RMK-2, SFM-2, TOMS","211, 212, 207, 217, 216, 210, 218, 415","Inclined, non-sun-synchronous",1200 km,109 mins,82.5 deg,,,,Ascending,http://sputnik1.infospace.ru/,
127,Meteor-3 N7,,"ROSHYDROMET, ROSKOSMOS",Mission complete,25-Jan-94,1-Jan-95,"Hydrometeorology, climatology, land surface, physical oceanography, heliogeophysics, data collection.","174-K, ISP, Klimat, MR-2000M1, MR-900B, RMK-2, ScaRaB","211, 213, 214, 217, 216, 210, 382","Inclined, non-sun-synchronous",1200 km,,82.5 deg,,,,Ascending,http://sputnik1.infospace.ru/,
128,Meteor-3 N8,,"ROSHYDROMET, ROSKOSMOS",Mission complete,1-Jan-94,1-Jan-98,"Land surface, physical.","174-K, ISP, Klimat, MIVZA, MR-2000M1, MR-900B, RMK-2","211, 213, 214, 215, 217, 216, 210",Sun-synchronous,1200 km,,82.5 deg,,,,TBD,http://sputnik1.infospace.ru/,
130,Meteor-3M,,"ROSHYDROMET, ROSKOSMOS",Mission complete,1-Dec-01,1-Apr-08,"Hydrometeorology, climatology, land surface, physical oceanography, heliogeophysics and space environment, data collection, sounding of the atmosphere, agriculture.","BRK, DCS , IKFS-2, KMSS, MSGI-MKA, MSU-MR, MTVZA, SAR","225, 799, 778, 801, 780, 779, 673, 800",Sun-synchronous,1024 km,105.3 mins,99.6 deg,,,,Ascending,http://sputnik1.infospace.ru/,
129,Meteor-3M N1,,"ROSHYDROMET, ROSKOSMOS",Mission complete,10-Dec-01,31-Dec-05,"Hydrometeorology, climatology, land surface, physical oceanography, heliogeophysics and space environment, sounding of the atmosphere, agriculture. (Expected operational during 2002).","KGI-4C, Klimat, MIVZA, MR-2000M1, MSGI-5EI, MSTE-5E, MSU-E, MSU-SM, MTVZA, SAGE III, SFM-2","220, 214, 215, 217, 776, 848, 228, 777, 673, 348, 218",Sun-synchronous,1018 km,105.3 mins,99.6 deg,,,,Ascending,http://sputnik1.infospace.ru/,
476,Meteor-M N1,Meteorological Satellite Meteor-M N1,"ROSKOSMOS, ROSHYDROMET",Mission complete,17-Sep-09,18-Sep-14,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","DCS , GGAK-M, KMSS, MSU-MR, MTVZA, Severjanin","799, 853, 801, 779, 673, 900",Sun-synchronous,832 km,101 mins,98.8 deg,,9:30,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
477,Meteor-M N2,Meteorological Satellite Meteor-M N2,"ROSKOSMOS, ROSHYDROMET",Currently being flown,8-Jul-14,Dec-19,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","DCS , GGAK-M, IKFS-2, KMSS, MSU-MR, MTVZA, Severjanin","799, 853, 778, 801, 779, 673, 900",Sun-synchronous,832 km,101 mins,98.77 deg,1,9:30,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
735,Meteor-M N2-1,Meteorological Satellite Meteor-M N2-1,"ROSKOSMOS, ROSHYDROMET",Mission complete,28-Nov-17,28-Nov-17,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,835 km,101 mins,98.8 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
736,Meteor-M N2-2,Meteorological Satellite Meteor-M N2-2,"ROSKOSMOS, ROSHYDROMET",Currently being flown,5-Jul-19,Mar-24,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
813,Meteor-M N2-3,Meteorological Satellite Meteor-M N2-3,"ROSKOSMOS, ROSHYDROMET",Planned,2020,2025,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
810,Meteor-M N2-4,Meteorological Satellite Meteor-M N2-4,"ROSKOSMOS, ROSHYDROMET",Planned,2021,2026,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
811,Meteor-M N2-5,Meteorological Satellite Meteor-M N2-5,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2028,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
875,Meteor-M N2-6,Meteorological Satellite Meteor-M N2-6,"ROSKOSMOS, ROSHYDROMET",Planned,2024,2029,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
612,Meteor-M N3,Oceanographical Satellite Meteor-M N3,"ROSKOSMOS, ROSHYDROMET",Cancelled,31-Dec-21,31-Dec-26,"Oceanography, hydrometeorology, climatology.","ARMA-M3, BRLK, CZS, MSU-O, Scatterometer (Meteor)","851, 900, 1511, 852, 1512",Sun-synchronous,835 km,102 mins,98.7 deg,37,TBD,,Ascending,http://planet.iitp.ru,
623,Meteor-MP N1,Meteor-MP Meteorological Satellite N1,ROSHYDROMET,Planned,2026,2028,"Hydrometeorology, climatology, heliogeophysics, DCS.","Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP","1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573",Sun-synchronous,830 km,,98.7 deg,,21:30,,,http://planet.iitp.ru,
681,Meteor-MP N2,Meteor-MP Meteorological Satellite N2,ROSHYDROMET,Planned,2027,2029,"Hydrometeorology, climatology, heliogeophysics, DCS.","Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP","1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573",Sun-synchronous,836 km,,98.7 deg,,9:30,,,http://planet.iitp.ru,
682,Meteor-MP N3,Meteor-MP Meteorological Satellite N3,ROSHYDROMET,Planned,2028,2030,"Hydrometeorology, climatology, heliogeophysics, DCS.","Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP","1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573",Sun-synchronous,,,,,,,,http://planet.iitp.ru,
497,Meteosat-1,Meteosat-1,ESA,Mission complete,1-Jan-77,1-Jan-85,"Meteorology, climatology.",,,Geostationary,36000 km,,,,,0,TBD,http://www.eumetsat.de/en/dps/news/spacecraft.html,
260,Meteosat-10,Meteosat Second Generation-3,"EUMETSAT, ESA",Currently being flown,5-Jul-12,Sep-30,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,0 deg,,,9.5,N/A,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
451,Meteosat-11,Meteosat Second Generation-4,"EUMETSAT, ESA",Currently being flown,15-Jul-15,Dec-33,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,0 deg,,,0,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
496,Meteosat-2,Meteosat-2,ESA,Mission complete,1-Jan-81,1-Jan-93,"Meteorology, climatology.",,,Geostationary,36000 km,,,,,0,TBD,http://www.eumetsat.de/en/dps/news/spacecraft.html,
32,Meteosat-3,Meteosat-3,ESA,Mission complete,1-Jan-88,1-Jan-95,"Meteorology, climatology.","Meteosat Comms, MVIRI","295, 394",Geostationary,36000 km,,,,,0,TBD,http://www.eumetsat.de/en/dps/news/spacecraft.html,
33,Meteosat-4,Meteosat-4,"EUMETSAT, ESA",Mission complete,1-Jan-89,1-Jan-95,"Meteorology, climatology.","Meteosat Comms, MVIRI","295, 394",Geostationary,36000 km,,,,,0,TBD,http://www.eumetsat.de/en/dps/news/spacecraft.html,
10,Meteosat-5,Meteosat-5,"EUMETSAT, ESA",Mission complete,2-Mar-91,26-Apr-07,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","Meteosat Comms, MVIRI","295, 394",Geostationary,36000 km,,,,,-63,N/A,http://www.eumetsat.de/en/dps/news/spacecraft.html,
228,Meteosat-6,Meteosat-6,"EUMETSAT, ESA",Mission complete,20-Nov-93,2-May-11,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","Meteosat Comms, MVIRI","295, 394",Geostationary,36000 km,,,,,,N/A,http://www.eumetsat.de/en/dps/news/spacecraft.html,
258,Meteosat-7,Meteosat-7,"EUMETSAT, ESA",Mission complete,2-Sep-97,11-Apr-17,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","Meteosat Comms, MVIRI","295, 394",Geostationary,35779 km,1436 mins,10.2 deg,,,57.5,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
229,Meteosat-8,Meteosat Second Generation-1,"EUMETSAT, ESA",Currently being flown,28-Aug-02,Jun-20,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,5.9 deg,,,41.5,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
259,Meteosat-9,Meteosat Second Generation-2,"EUMETSAT, ESA",Currently being flown,22-Dec-05,Oct-24,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,3.5 deg,,,3.5,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
261,Metop-A,Meteorological Operational Polar Satellite - A,"EUMETSAT, NOAA, CNES, ESA",Currently being flown,19-Oct-06,Dec-21,"Meteorology, climatology. Metop-A is in a drifting LST orbit since August 2017 and LTAN is drifting from the original 09:30 to expected 07:30 by end-of-life.","AMSU-A, ARGOS, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, S&R (NOAA), SEM (POES)","312, 154, 308, 403, 307, 306, 564, 305, 304, 189, 65","Inclined, non-sun-synchronous",824 km,101.4 mins,98.6 deg,29,9:05 (Snapshot),,Descending,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
230,Metop-B,Meteorological Operational Polar Satellite - B,"EUMETSAT, NOAA, CNES, ESA",Currently being flown,17-Sep-12,Sep-24,"Meteorology, climatology. Due to a hardware problem on the Metop-B satellite, the A-DCS3 instrument is only supporting an ARGOS-2 service.","AMSU-A, ARGOS, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, S&R (NOAA), SEM (POES)","312, 154, 308, 403, 307, 306, 564, 305, 304, 189, 65",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,9:30,,Descending,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
231,Metop-C,Meteorological Operational Polar Satellite - C,"EUMETSAT, NOAA, CNES, ESA",Currently being flown,7-Nov-18,Sep-23,"Meteorology, climatology.","A-DCS3, AMSU-A, ASCAT, AVHRR/3, GOME-2, GRAS, IASI, MHS, SEM (POES)","154, 312, 308, 403, 307, 306, 305, 304, 65",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,9:30,,Descending,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
557,METOP-SG A1,"EUMETSAT Polar System, Second Generation","EUMETSAT, DLR, COM, CNES, ESA",Approved,Nov-22,May-30,"Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.","3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5)","1627, 1626, 965, 1663, 1628, 1504",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,9:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
838,METOP-SG A2,"EUMETSAT Polar System, Second Generation","EUMETSAT, DLR, COM, CNES, ESA",Approved,Nov-29,May-37,"Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.","3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5)","1627, 1626, 965, 1663, 1628, 1504",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,9:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,
